nome_modelo,mse,rmse,tempo_consumo (s),memoria_consumo (mb)
ViTime_full_1min_run7,30.90407871389527,5.559143703295973,0.270394584,7.256969451904297
ViTime_full_1min_run8,30.90407871389527,5.559143703295973,0.270417341,7.256969451904297
ViTime_full_1min_run9,30.90407871389527,5.559143703295973,0.270791855,7.256969451904297
ViTime_full_1min_run10,30.90407871389527,5.559143703295973,0.272895712,7.256969451904297
ViTime_full_1min_run11,30.90407871389527,5.559143703295973,0.27142137,7.256969451904297
ViTime_full_1min_run12,30.90407871389527,5.559143703295973,0.270787846,7.256969451904297
ViTime_full_1min_run13,30.90407871389527,5.559143703295973,0.27010606,7.256969451904297
ViTime_full_1min_run14,30.90407871389527,5.559143703295973,0.27110349,7.256969451904297
ViTime_full_1min_run15,30.90407871389527,5.559143703295973,0.272463881,7.256969451904297
ViTime_full_1min_run16,30.90407871389527,5.559143703295973,0.270401555,7.256969451904297
ViTime_full_1min_run17,30.90407871389527,5.559143703295973,0.270699005,7.256969451904297
ViTime_full_1min_run18,30.90407871389527,5.559143703295973,0.270200399,7.256969451904297
ViTime_full_1min_run19,30.90407871389527,5.559143703295973,0.270445154,7.256969451904297
ViTime_full_1min_run20,30.90407871389527,5.559143703295973,0.271957292,7.256969451904297
ViTime_full_1min_run21,30.90407871389527,5.559143703295973,0.252961305,7.256969451904297
ViTime_full_1min_run22,30.90407871389527,5.559143703295973,0.27011624,7.256969451904297
ViTime_full_1min_run23,30.90407871389527,5.559143703295973,0.271073945,7.256969451904297
ViTime_full_1min_run24,30.90407871389527,5.559143703295973,0.271198783,7.256969451904297
ViTime_full_1min_run25,30.90407871389527,5.559143703295973,0.269975925,7.256969451904297
ViTime_full_1min_run26,30.90407871389527,5.559143703295973,0.27041424,7.256969451904297
ViTime_full_1min_run27,30.90407871389527,5.559143703295973,0.271193927,7.256969451904297
ViTime_full_1min_run28,30.90407871389527,5.559143703295973,0.271823411,7.256969451904297
ViTime_full_1min_run29,30.90407871389527,5.559143703295973,0.272463934,7.256969451904297
ViTime_full_1min_run30,30.90407871389527,5.559143703295973,0.272645536,7.256969451904297
ViTime_fixed_1min_run1,62.06313922236078,7.878016198406854,0.516274018,7.277803421020508
ViTime_fixed_1min_run2,62.06313922236078,7.878016198406854,0.273680509,7.257091522216797
